-2014.57092418 -8451.81645862 1263.85693637
1652.16041012 -6868.47230189 1044.53387918
57	70	-145.4499969	374.2399902	-451.0799866	259.5286007	13942.20494
56	70	-145.4499969	374.2399902	-434.0599976	226.4858971	12231.90056
55	70	-145.4499969	374.2399902	-417.0299988	76.8444729	12613.03467
39	67	429.7600098	351.019989	-140.6399994	47.81567959	10959.62388
58	70	-145.4499969	374.2399902	-468.1000061	37.46426469	13967.77412
54	70	-145.4499969	374.2399902	-400.0100098	20.8656125	12383.9944
59	70	-145.4499969	374.2399902	-485.1199951	18.4936846	12506.50299
53	70	-145.4499969	374.2399902	-382.9899902	12.96921307	13050.47799
40	67	429.7600098	351.019989	-157.6600037	12.55970444	9986.528255
60	70	-145.4499969	374.2399902	-503.1400146	11.24536023	12725.30086
43	66	303.4100037	335.6400146	-201.9199982	10.30427665	11232.47732
55	69	-268.8999939	354.2399902	-417.5899963	6.58398056	12955.0638
51	70	-145.4499969	374.2399902	-348.9500122	6.159867108	12716.54994
60	69	-268.8999939	354.2399902	-502.8900146	5.982520446	12999.07992
56	63	-66.69999695	276.9200134	-438.3200073	5.931128562	14651.75742
60	62	-189.9799957	257.4200134	-502.8699951	5.55673562	12868.59922
41	67	429.7600098	351.019989	-174.6900024	5.337758005	11691.41641
38	67	429.7600098	351.019989	-123.6200027	5.155104026	10070.85371
58	63	-66.69999695	276.9200134	-472.3599854	4.96222946	12786.60815
58	76	-224.0899963	470.8599854	-467.7600098	4.877645567	12913.30059
60	76	-224.0899963	470.8599854	-501.7999878	4.302690029	13449.46061
41	66	303.4100037	335.6400146	-167.8800049	4.084476307	10779.68066
55	76	-224.0899963	470.8599854	-416.7000122	3.940452307	12887.35215
56	69	-268.8999939	354.2399902	-434.6099854	3.500805676	12957.2312
55	62	-189.9799957	257.4200134	-417.769989	2.894698545	12729.2959
56	62	-189.9799957	257.4200134	-434.7900085	2.890138268	12659.4834
52	71	-21.96999931	393.2399902	-368.2399902	2.882121563	12766.58529
51	69	-268.8999939	354.2399902	-349.5	2.737304568	14898.97754
52	70	-145.4499969	374.2399902	-365.9700012	2.498591185	12841.74561
52	69	-268.8999939	354.2399902	-366.519989	2.38963142	13537.01237
54	69	-268.8999939	354.2399902	-400.5700073	2.351817042	12954.15365
49	72	101.0400009	412.7900085	-312.5799866	2.059899479	11439.96029
50	70	-145.4499969	374.2399902	-331.9299927	2.007798672	12527.38232
57	76	-224.0899963	470.8599854	-450.7399902	1.950386703	12908.74072
56	77	-101.0599976	490.2200012	-434.6600037	1.94416523	13254.71045
55	63	-66.69999695	276.9200134	-421.2999878	1.883391738	12527.60889
49	70	-145.4499969	374.2399902	-314.9100037	1.797153294	13376.36914
46	65	174.4700012	315.5400085	-253.1900024	1.78569901	11560.25293
59	77	-101.0599976	490.2200012	-485.7200012	1.767502129	12952.31689
60	71	-21.96999931	393.2399902	-504.4100037	1.741156995	13352.30615
52	76	-224.0899963	470.8599854	-365.6300049	1.650178552	13802.00879
57	77	-101.0599976	490.2200012	-451.6799927	1.633416176	13018.94434
54	63	-66.69999695	276.9200134	-404.2799988	1.620409489	13411.25977
58	62	-189.9799957	257.4200134	-468.8299866	1.58670184	12656.0293
53	71	-21.96999931	393.2399902	-385.2600098	1.578290373	12405.5874
59	71	-21.96999931	393.2399902	-487.3900146	1.572435409	13577.28255
55	71	-21.96999931	393.2399902	-419.3099976	1.468433857	12922.80078
57	71	-21.96999931	393.2399902	-453.3500061	1.422176659	13566.71777
60	63	-66.69999695	276.9200134	-506.3999939	1.418634415	12677.03027
56	76	-224.0899963	470.8599854	-433.7200012	1.408049107	12969.46973
50	64	54.25999832	292.9700012	-309.4599915	1.318772316	13060.50098
42	66	303.4100037	335.6400146	-184.8999939	1.306259423	10428.85156
44	66	303.4100037	335.6400146	-218.9400024	1.297026604	10982.18457
54	76	-224.0899963	470.8599854	-399.6799927	1.282413483	13225.31592
57	69	-268.8999939	354.2399902	-451.6300049	1.280882001	12604.39746
59	69	-268.8999939	354.2399902	-485.6700134	1.264742255	12716.74121
59	76	-224.0899963	470.8599854	-484.7799988	1.251443863	13169.88281
59	72	101.0400009	412.7900085	-482.7900085	1.250152573	13053.17725
53	69	-268.8999939	354.2399902	-383.5400085	1.23734948	13367.72559
59	63	-66.69999695	276.9200134	-489.3800049	1.235926092	13214.35596
48	62	-189.9799957	257.4200134	-298.6199951	1.196675062	12874.69434
55	77	-101.0599976	490.2200012	-417.6400146	1.193406761	12826.74805
44	65	174.4700012	315.5400085	-219.1499939	1.185890913	11517.19727
47	72	101.0400009	412.7900085	-278.5400085	1.168305635	11710.81641
40	66	303.4100037	335.6400146	-150.8500061	1.121836066	10696.08496
56	75	-347.8800049	451.519989	-434.1400146	1.119391918	13844.43652
48	65	174.4700012	315.5400085	-287.230011	1.119043171	11167.97559
53	62	-189.9799957	257.4200134	-383.7200012	1.110880136	12779.42676
49	65	174.4700012	315.5400085	-304.25	1.05513148	11170.73242
59	62	-189.9799957	257.4200134	-485.8500061	1.048758626	12631.37109
57	63	-66.69999695	276.9200134	-455.3399963	1.033727407	12479.70117
58	54	-111.5100021	159.9799957	-469.6499939	1.000807047	13290.10156
49	63	-66.69999695	276.9200134	-319.1700134	0.973360658	13093.14453
43	67	429.7600098	351.019989	-208.7299957	0.962786973	10529.93848
60	55	11.86999989	179.1900024	-501.5799866	0.952396318	14037.99967
54	75	-347.8800049	451.519989	-400.0899963	0.931815505	13713.01367
60	72	101.0400009	412.7900085	-500.5100098	0.901356459	13396.23438
49	62	-189.9799957	257.4200134	-315.6400146	0.887200832	13155.90039
58	55	11.86999989	179.1900024	-467.3399963	0.863512695	13511.38379
42	65	174.4700012	315.5400085	-185.1100006	0.85804975	11330.74023
58	69	-268.8999939	354.2399902	-468.6499939	0.829884231	12556.3877
57	62	-189.9799957	257.4200134	-451.8099976	0.755713657	12937.19287
57	54	-111.5100021	159.9799957	-452.6300049	0.752883077	13458.79297
51	64	54.25999832	292.9700012	-326.480011	0.664862454	12313.51465
47	63	-66.69999695	276.9200134	-285.1300049	0.632264614	12124.78125
56	71	-21.96999931	393.2399902	-436.3299866	0.336134136	14230.2334
58	72	101.0400009	412.7900085	-465.769989	0.314375371	14116.20898
54	71	-21.96999931	393.2399902	-402.2900085	0.294358999	11959.69434
